molecule_name,atom_count_total,final_energy_eV,homo_lumo_gap_eV,wall_time_s,relaxation_steps,max_force_eV_per_A,failure_category,final_energy_eV_pubchem,homo_lumo_gap_eV_pubchem,wall_time_s_pubchem,relaxation_steps_pubchem,max_force_eV_per_A_pubchem,final_energy_eV_diff,final_energy_eV_abs_diff,homo_lumo_gap_eV_diff,homo_lumo_gap_eV_abs_diff,wall_time_s_diff,wall_time_s_abs_diff,relaxation_steps_diff,relaxation_steps_abs_diff,max_force_eV_per_A_diff,max_force_eV_per_A_abs_diff,source_model
hydrazine,6,-30.51001,4.910572,4463.915,35,0.04697,NONE,-30.505842,4.97477,3353.942,31,0.046289,-0.0041679999999999495,0.0041679999999999495,-0.0641980000000002,0.0641980000000002,1109.973,1109.973,4,4,0.000681000000000001,0.000681000000000001,openai
methanol,6,-30.535603,5.566927,1368.033,14,0.032921,NONE,-30.585357,5.626043,1261.215,13,0.048983,0.049754000000000076,0.049754000000000076,-0.05911600000000039,0.05911600000000039,106.81799999999998,106.81799999999998,1,1,-0.016062,0.016062,openai
hydroxylamine,5,-24.815964,5.054818,3031.425,31,0.025178,NONE,-24.992706,5.422846,2382.122,26,0.046125,0.1767419999999973,0.1767419999999973,-0.3680279999999998,0.3680279999999998,649.3030000000003,649.3030000000003,5,5,-0.020947,0.020947,openai
diethyl_ether,15,-79.979242,5.257075,15737.003,83,0.047623,NONE,-79.984341,5.268817,1984.261,11,0.040333,0.005099000000001297,0.005099000000001297,-0.01174199999999992,0.01174199999999992,13752.742,13752.742,72,72,0.007289999999999998,0.007289999999999998,openai
methyl_acetate,11,-63.618814,5.433416,3061.438,19,0.043476,NONE,-63.647055,5.3677,3100.616,19,0.04423,0.028241000000001293,0.028241000000001293,0.06571600000000011,0.06571600000000011,-39.177999999999884,39.177999999999884,0,0,-0.0007539999999999977,0.0007539999999999977,openai
ethylbenzene,18,-108.844963,4.823455,13139.501,47,0.048104,NONE,-108.990014,4.85,3128.673,14,0.040498,0.14505099999999516,0.14505099999999516,-0.026544999999999597,0.026544999999999597,10010.828000000001,10010.828000000001,33,33,0.007606000000000002,0.007606000000000002,openai
nitrogen,2,-17.027444,8.291709,1139.736,18,0.048273,NONE,-17.027868,8.297115,1007.617,16,0.011747,0.00042400000000242244,0.00042400000000242244,-0.005405999999998912,0.005405999999998912,132.11900000000014,132.11900000000014,2,2,0.036526,0.036526,openai
nitrous_oxide,3,-22.227367,6.714187,1781.932,18,0.035836,NONE,-22.22877,6.71916,1060.713,11,0.034024,0.001402999999999821,0.001402999999999821,-0.004972999999999672,0.004972999999999672,721.219,721.219,7,7,0.0018120000000000011,0.0018120000000000011,openai
hexane,20,-106.372448,6.871017,13903.536,60,0.046382,NONE,-106.383415,6.87156,3464.104,17,0.047864,0.010966999999993732,0.010966999999993732,-0.0005429999999995161,0.0005429999999995161,10439.432,10439.432,43,43,-0.0014819999999999972,0.0014819999999999972,openai
morpholine,15,-83.757697,4.272491,7845.004,34,0.03739,NONE,-84.112704,4.643795,5715.669,31,0.03772,0.3550070000000005,0.3550070000000005,-0.3713040000000003,0.3713040000000003,2129.335,2129.335,3,3,-0.00032999999999999696,0.00032999999999999696,openai
phenol,13,-83.047777,4.265529,3873.041,21,0.04821,NONE,-83.047851,4.2699,2642.709,15,0.049534,7.399999999790907e-05,7.399999999790907e-05,-0.004370999999999903,0.004370999999999903,1230.3320000000003,1230.3320000000003,6,6,-0.0013239999999999988,0.0013239999999999988,openai
sulfur_dioxide,3,-17.681499,3.500407,531.913,6,0.045672,NONE,-17.690097,3.50809,520.107,6,0.047686,0.00859800000000277,0.00859800000000277,-0.007683000000000106,0.007683000000000106,11.80600000000004,11.80600000000004,0,0,-0.002014000000000002,0.002014000000000002,openai
propene,9,-48.579544,5.464529,5127.346,44,0.041263,NONE,-48.582149,5.470014,1120.193,10,0.041208,0.002605000000002633,0.002605000000002633,-0.005485000000000184,0.005485000000000184,4007.1529999999993,4007.1529999999993,34,34,5.4999999999999494e-05,5.4999999999999494e-05,openai
toluene,15,-92.512521,4.810248,2508.257,12,0.044941,NONE,-92.513964,4.820273,2746.088,15,0.037802,0.001442999999994754,0.001442999999994754,-0.010025000000000617,0.010025000000000617,-237.83100000000013,237.83100000000013,-3,3,0.0071389999999999995,0.0071389999999999995,openai
pyridine,11,-71.303808,4.043749,4949.74,32,0.044896,NONE,-71.294542,4.042145,3000.886,19,0.04903,-0.009265999999996666,0.009265999999996666,0.001604000000000383,0.001604000000000383,1948.8539999999998,1948.8539999999998,13,13,-0.004133999999999999,0.004133999999999999,openai
tetrahydrofuran,13,-72.282278,4.912226,3444.664,17,0.043319,NONE,-72.289528,4.91263,1923.833,10,0.035834,0.0072499999999990905,0.0072499999999990905,-0.0004039999999996269,0.0004039999999996269,1520.8310000000001,1520.8310000000001,7,7,0.0074850000000000055,0.0074850000000000055,openai
salicylic_acid,16,-107.172815,3.188966,8802.959,32,0.047078,NONE,-106.61928,3.598288,6662.001,25,0.048715,-0.5535349999999966,0.5535349999999966,-0.40932199999999996,0.40932199999999996,2140.9580000000005,2140.9580000000005,7,7,-0.0016369999999999996,0.0016369999999999996,openai
pentane,17,-89.879957,7.011221,13053.482,69,0.049208,NONE,-89.902519,7.014953,2589.445,15,0.042426,0.02256199999999353,0.02256199999999353,-0.0037320000000002906,0.0037320000000002906,10464.037,10464.037,54,54,0.006782000000000003,0.006782000000000003,openai
urea,8,-48.534612,4.97467,6684.123,51,0.047971,NONE,-48.502768,4.892224,3083.509,28,0.036074,-0.03184399999999954,0.03184399999999954,0.08244600000000002,0.08244600000000002,3600.6139999999996,3600.6139999999996,23,23,0.011896999999999998,0.011896999999999998,openai
naphthalene,18,-116.878868,2.932795,19621.864,74,0.045943,NONE,-119.444487,3.388021,3560.178,14,0.045045,2.565618999999998,2.565618999999998,-0.45522600000000013,0.45522600000000013,16061.686000000002,16061.686000000002,60,60,0.000897999999999996,0.000897999999999996,openai
triethylamine,22,-117.719036,4.301612,27969.5,108,0.045703,NONE,-117.737718,4.348497,4012.98,19,0.045877,0.01868199999999831,0.01868199999999831,-0.04688499999999962,0.04688499999999962,23956.52,23956.52,89,89,-0.00017400000000000054,0.00017400000000000054,openai
